iShares Core MSCI Total International Stock ETF
Fund Holdings as of,"Oct 24, 2024"
Inception Date,"Oct 18, 2012"
Shares Outstanding,"547,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"4502","TAKEDA PHARMACEUTICAL LTD","Health Care","Equity","52,395,237.07","0.14","52,395,237.07","1,891,483.00","27.70","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"1398","INDUSTRIAL AND COMMERCIAL BANK OF","Financials","Equity","52,185,811.63","0.14","52,185,811.63","85,012,000.00","0.61","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"WKL","WOLTERS KLUWER NV","Industrials","Equity","51,368,545.32","0.13","51,368,545.32","301,295.00","170.49","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"NPN","NASPERS LIMITED LTD CLASS N","Consumer Discretionary","Equity","51,191,936.91","0.13","51,191,936.91","219,588.00","233.13","South Africa","Johannesburg Stock Exchange","USD","17.71","ZAR","-"
"2318","PING AN INSURANCE (GROUP) CO OF CH","Financials","Equity","51,130,269.16","0.13","51,130,269.16","8,141,500.00","6.28","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrials","Equity","50,821,416.47","0.13","50,821,416.47","576,387.00","88.17","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"III","3I GROUP PLC","Financials","Equity","50,783,472.44","0.13","50,783,472.44","1,194,432.00","42.52","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"DHL","DEUTSCHE POST AG","Industrials","Equity","50,719,635.50","0.13","50,719,635.50","1,242,028.00","40.84","Germany","Xetra","USD","0.93","EUR","-"
"GMG","GOODMAN GROUP UNITS","Real Estate","Equity","50,571,318.46","0.13","50,571,318.46","2,120,619.00","23.85","Australia","Asx - All Markets","USD","1.51","AUD","-"
"6857","ADVANTEST CORP","Information Technology","Equity","49,740,832.73","0.13","49,740,832.73","938,300.00","53.01","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"ATD","ALIMENTATION COUCHE TARD INC","Consumer Staples","Equity","48,641,086.04","0.13","48,641,086.04","935,564.00","51.99","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"BBCA","BANK CENTRAL ASIA","Financials","Equity","48,496,548.14","0.13","48,496,548.14","70,614,600.00","0.69","Indonesia","Indonesia Stock Exchange","USD","15,580.00","IDR","-"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","48,241,322.13","0.13","48,241,322.13","4,136,850.00","11.66","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"VOLV B","VOLVO CLASS B","Industrials","Equity","48,078,314.86","0.13","48,078,314.86","1,889,426.00","25.45","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","47,962,702.28","0.12","47,962,702.28","1,548,318.00","30.98","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"SREN","SWISS RE AG","Financials","Equity","47,477,635.79","0.12","47,477,635.79","366,392.00","129.58","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"3988","BANK OF CHINA LTD H","Financials","Equity","47,032,785.75","0.12","47,032,785.75","96,429,000.00","0.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ADS","ADIDAS N AG","Consumer Discretionary","Equity","46,562,871.22","0.12","46,562,871.22","199,647.00","233.23","Germany","Xetra","USD","0.93","EUR","-"
"SE","SEA ADS REPRESENTING LTD CLASS A","Communication","Equity","45,745,747.32","0.12","45,745,747.32","455,091.00","100.52","Singapore","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1211","BYD LTD H","Consumer Discretionary","Equity","45,423,752.81","0.12","45,423,752.81","1,235,000.00","36.78","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"HLN","HALEON PLC","Consumer Staples","Equity","45,238,155.06","0.12","45,238,155.06","9,306,858.00","4.86","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"NDA FI","NORDEA BANK","Financials","Equity","44,627,249.69","0.12","44,627,249.69","3,818,115.00","11.69","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.93","EUR","-"
"ABX","BARRICK GOLD CORP","Materials","Equity","43,041,011.55","0.11","43,041,011.55","2,117,419.00","20.33","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"ENI","ENI","Energy","Equity","42,946,994.55","0.11","42,946,994.55","2,795,933.00","15.36","Italy","Borsa Italiana","USD","0.93","EUR","-"
"VALE3","CIA VALE DO RIO DOCE SH","Materials","Equity","42,858,029.30","0.11","42,858,029.30","4,094,234.00","10.47","Brazil","XBSP","USD","5.70","BRL","-"
"9434","SOFTBANK CORP","Communication","Equity","42,071,614.77","0.11","42,071,614.77","34,177,000.00","1.23","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","41,980,075.24","0.11","41,980,075.24","217,380.00","193.12","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"9961","TRIP.COM GROUP LTD","Consumer Discretionary","Equity","41,782,551.59","0.11","41,782,551.59","674,988.00","61.90","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"AHT","ASHTEAD GROUP PLC","Industrials","Equity","40,788,992.57","0.11","40,788,992.57","535,499.00","76.17","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"ADYEN","ADYEN NV","Financials","Equity","40,742,370.87","0.11","40,742,370.87","26,498.00","1,537.56","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"ARGX","ARGENX","Health Care","Equity","40,744,048.37","0.11","40,744,048.37","73,471.00","554.56","Belgium","Nyse Euronext - Euronext Brussels","USD","0.93","EUR","-"
"6702","FUJITSU LTD","Information Technology","Equity","40,575,072.41","0.11","40,575,072.41","2,056,300.00","19.73","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","40,214,670.71","0.10","40,214,670.71","27,571.00","1,458.59","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","40,160,000.00","0.10","40,160,000.00","40,160,000.00","1.00","United States","-","USD","1.00","USD","-"
"ASSA B","ASSA ABLOY B","Industrials","Equity","40,098,080.26","0.10","40,098,080.26","1,275,905.00","31.43","Sweden","Nasdaq Omx Nordic","USD","10.58","SEK","-"
"3382","SEVEN & I HOLDINGS LTD","Consumer Staples","Equity","39,745,619.12","0.10","39,745,619.12","2,664,500.00","14.92","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"2914","JAPAN TOBACCO INC","Consumer Staples","Equity","39,634,109.67","0.10","39,634,109.67","1,452,900.00","27.28","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"DBK","DEUTSCHE BANK AG","Financials","Equity","39,526,446.75","0.10","39,526,446.75","2,318,662.00","17.05","Germany","Xetra","USD","0.93","EUR","-"
"SLF","SUN LIFE FINANCIAL INC","Financials","Equity","39,521,788.07","0.10","39,521,788.07","696,067.00","56.78","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"M&M","MAHINDRA AND MAHINDRA LTD","Consumer Discretionary","Equity","39,274,322.91","0.10","39,274,322.91","1,168,322.00","33.62","India","National Stock Exchange Of India","USD","84.08","INR","-"
"NA","NATIONAL BANK OF CANADA","Financials","Equity","39,227,725.92","0.10","39,227,725.92","412,299.00","95.14","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"AMS","AMADEUS IT GROUP SA","Consumer Discretionary","Equity","39,121,475.01","0.10","39,121,475.01","536,770.00","72.88","Spain","Bolsa De Madrid","USD","0.93","EUR","-"
"TSCO","TESCO PLC","Consumer Staples","Equity","38,885,668.80","0.10","38,885,668.80","8,414,988.00","4.62","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"AXISBANK","AXIS BANK LTD","Financials","Equity","38,544,702.26","0.10","38,544,702.26","2,776,153.00","13.88","India","National Stock Exchange Of India","USD","84.08","INR","-"
"2222","SAUDI ARABIAN OIL","Energy","Equity","38,482,586.00","0.10","38,482,586.00","5,343,460.00","7.20","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"EOAN","E.ON N","Utilities","Equity","38,408,449.14","0.10","38,408,449.14","2,756,421.00","13.93","Germany","Xetra","USD","0.93","EUR","-"
"6367","DAIKIN INDUSTRIES LTD","Industrials","Equity","38,239,102.10","0.10","38,239,102.10","321,200.00","119.05","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"7751","CANON INC","Information Technology","Equity","38,229,527.35","0.10","38,229,527.35","1,152,500.00","33.17","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"NWG","NATWEST GROUP PLC","Financials","Equity","38,016,362.94","0.10","38,016,362.94","8,108,626.00","4.69","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","37,913,586.06","0.10","37,913,586.06","2,350,112.00","16.13","Australia","Asx - All Markets","USD","1.51","AUD","-"
"CAP","CAPGEMINI","Information Technology","Equity","37,886,203.21","0.10","37,886,203.21","194,933.00","194.36","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Consumer Staples","Equity","37,857,641.67","0.10","37,857,641.67","1,147,300.00","33.00","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"WPM","WHEATON PRECIOUS METALS CORP","Materials","Equity","37,706,149.40","0.10","37,706,149.40","561,477.00","67.16","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"6981","MURATA MANUFACTURING LTD","Information Technology","Equity","37,584,173.19","0.10","37,584,173.19","2,051,900.00","18.32","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"U11","UNITED OVERSEAS BANK LTD","Financials","Equity","37,453,998.18","0.10","37,453,998.18","1,521,900.00","24.61","Singapore","Singapore Exchange","USD","1.32","SGD","-"
"9999","NETEASE INC","Communication","Equity","37,350,658.26","0.10","37,350,658.26","2,361,525.00","15.82","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ENGI","ENGIE SA","Utilities","Equity","37,226,883.03","0.10","37,226,883.03","2,189,036.00","17.01","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","37,202,831.94","0.10","37,202,831.94","814,100.00","45.70","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"LR","LEGRAND SA","Industrials","Equity","36,494,626.92","0.09","36,494,626.92","324,057.00","112.62","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","Financials","Equity","36,393,643.46","0.09","36,393,643.46","5,813,961.00","6.26","Brazil","XBSP","USD","5.70","BRL","-"
"DOL","DOLLARAMA INC","Consumer Discretionary","Equity","36,213,176.73","0.09","36,213,176.73","349,915.00","103.49","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"RIO","RIO TINTO LTD","Materials","Equity","36,056,466.64","0.09","36,056,466.64","461,497.00","78.13","Australia","Asx - All Markets","USD","1.51","AUD","Jan 02, 1985"
"6503","MITSUBISHI ELECTRIC CORP","Industrials","Equity","36,033,908.24","0.09","36,033,908.24","2,346,800.00","15.35","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"9432","NIPPON TELEGRAPH AND TELEPHONE COR","Communication","Equity","35,061,044.50","0.09","35,061,044.50","36,505,300.00","0.96","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","34,879,638.30","0.09","34,879,638.30","991,645.00","35.17","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","Jun 07, 1993"
"STLAM","STELLANTIS NV","Consumer Discretionary","Equity","34,782,769.27","0.09","34,782,769.27","2,564,787.00","13.56","Italy","Borsa Italiana","USD","0.93","EUR","-"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Equity","34,715,207.69","0.09","34,715,207.69","1,545,600.00","22.46","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","34,697,809.20","0.09","34,697,809.20","847,401.00","40.95","India","National Stock Exchange Of India","USD","84.08","INR","-"
"PETR4","PETROLEO BRASILEIRO PREF SA","Energy","Equity","34,194,143.34","0.09","34,194,143.34","5,432,154.00","6.29","Brazil","XBSP","USD","5.70","BRL","-"
"1180","THE SAUDI NATIONAL BANK","Financials","Equity","33,370,778.08","0.09","33,370,778.08","3,648,927.00","9.15","Saudi Arabia","Saudi Stock Exchange","USD","3.76","SAR","-"
"G","ASSICURAZIONI GENERALI","Financials","Equity","33,283,120.30","0.09","33,283,120.30","1,180,576.00","28.19","Italy","Borsa Italiana","USD","0.93","EUR","-"
"RI","PERNOD RICARD SA","Consumer Staples","Equity","33,280,978.50","0.09","33,280,978.50","247,077.00","134.70","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"BAYN","BAYER AG","Health Care","Equity","33,209,202.63","0.09","33,209,202.63","1,195,351.00","27.78","Germany","Xetra","USD","0.93","EUR","-"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","32,943,563.76","0.09","32,943,563.76","28,537,362.00","115.44","Switzerland","-","USD","0.87","CHF","-"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrials","Equity","32,865,128.17","0.09","32,865,128.17","3,790,679.00","8.67","Australia","Asx - All Markets","USD","1.51","AUD","-"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","32,660,280.03","0.09","32,660,280.03","25,960.00","1,258.10","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"WOW","WOOLWORTHS GROUP LTD","Consumer Staples","Equity","32,501,412.89","0.08","32,501,412.89","1,474,447.00","22.04","Australia","Asx - All Markets","USD","1.51","AUD","-"
"4901","FUJIFILM HOLDINGS CORP","Information Technology","Equity","32,208,695.94","0.08","32,208,695.94","1,349,000.00","23.88","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","32,118,997.50","0.08","32,118,997.50","192,863.00","166.54","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","31,860,427.45","0.08","31,860,427.45","1,069,909.00","29.78","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"BMW","BMW AG","Consumer Discretionary","Equity","31,850,663.14","0.08","31,850,663.14","385,698.00","82.58","Germany","Xetra","USD","0.93","EUR","-"
"ASM","ASM INTERNATIONAL NV","Information Technology","Equity","31,757,477.86","0.08","31,757,477.86","56,714.00","559.96","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"105560","KB FINANCIAL GROUP INC","Financials","Equity","31,743,435.20","0.08","31,743,435.20","470,123.00","67.52","Korea (South)","Korea Exchange (Stock Market)","USD","1,380.30","KRW","-"
"6902","DENSO CORP","Consumer Discretionary","Equity","31,650,108.62","0.08","31,650,108.62","2,276,500.00","13.90","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"PETR3","PETROLEO BRASILEIRO SA PETROBRAS","Energy","Equity","31,621,051.89","0.08","31,621,051.89","4,622,907.00","6.84","Brazil","XBSP","USD","5.70","BRL","-"
"PHIA","KONINKLIJKE PHILIPS NV","Health Care","Equity","31,490,689.85","0.08","31,490,689.85","979,013.00","32.17","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"2382","QUANTA COMPUTER INC","Information Technology","Equity","31,344,437.00","0.08","31,344,437.00","3,298,000.00","9.50","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"FNV","FRANCO NEVADA CORP","Materials","Equity","31,218,503.87","0.08","31,218,503.87","229,828.00","135.83","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"VNA","VONOVIA SE","Real Estate","Equity","31,181,885.12","0.08","31,181,885.12","923,826.00","33.75","Germany","Xetra","USD","0.93","EUR","-"
"SSE","SSE PLC","Utilities","Equity","31,174,370.55","0.08","31,174,370.55","1,302,495.00","23.93","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"4543","TERUMO CORP","Health Care","Equity","31,147,159.17","0.08","31,147,159.17","1,622,900.00","19.19","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"ENR","SIEMENS ENERGY N AG","Industrials","Equity","31,077,928.13","0.08","31,077,928.13","777,906.00","39.95","Germany","Xetra","USD","0.93","EUR","-"
"9888","BAIDU CLASS A INC","Communication","Equity","31,023,397.36","0.08","31,023,397.36","2,778,856.00","11.16","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","30,924,935.76","0.08","30,924,935.76","37,331.00","828.40","Switzerland","SIX Swiss Exchange","USD","0.87","CHF","-"
"HINDUNILVR","HINDUSTAN UNILEVER LTD","Consumer Staples","Equity","30,806,346.39","0.08","30,806,346.39","1,033,939.00","29.80","India","National Stock Exchange Of India","USD","84.08","INR","-"
"STAN","STANDARD CHARTERED PLC","Financials","Equity","30,728,106.95","0.08","30,728,106.95","2,760,501.00","11.13","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"4578","OTSUKA HOLDINGS LTD","Health Care","Equity","30,530,959.12","0.08","30,530,959.12","504,400.00","60.53","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"NOKIA","NOKIA","Information Technology","Equity","30,453,848.52","0.08","30,453,848.52","6,415,225.00","4.75","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.93","EUR","Jan 01, 1998"
"PPL","PEMBINA PIPELINE CORP","Energy","Equity","30,204,256.06","0.08","30,204,256.06","708,475.00","42.63","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"RHM","RHEINMETALL AG","Industrials","Equity","29,943,957.40","0.08","29,943,957.40","55,090.00","543.55","Germany","Xetra","USD","0.93","EUR","-"
"HEIA","HEINEKEN NV","Consumer Staples","Equity","29,862,487.46","0.08","29,862,487.46","347,710.00","85.88","Netherlands","Euronext Amsterdam","USD","0.93","EUR","-"
"4661","ORIENTAL LAND LTD","Consumer Discretionary","Equity","29,779,063.26","0.08","29,779,063.26","1,272,500.00","23.40","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"UCB","UCB SA","Health Care","Equity","29,708,958.24","0.08","29,708,958.24","155,714.00","190.79","Belgium","Nyse Euronext - Euronext Brussels","USD","0.93","EUR","-"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","29,615,618.36","0.08","29,615,618.36","12,867,041.00","2.30","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"PUB","PUBLICIS GROUPE SA","Communication","Equity","29,604,803.88","0.08","29,604,803.88","274,045.00","108.03","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
"GIB.A","CGI INC CLASS A","Information Technology","Equity","29,150,962.63","0.08","29,150,962.63","254,570.00","114.51","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","29,118,437.40","0.08","29,118,437.40","347,712.00","83.74","India","National Stock Exchange Of India","USD","84.08","INR","-"
"8591","ORIX CORP","Financials","Equity","29,044,272.92","0.08","29,044,272.92","1,371,500.00","21.18","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"6954","FANUC CORP","Industrials","Equity","28,947,287.21","0.08","28,947,287.21","1,140,400.00","25.38","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"CCO","CAMECO CORP","Energy","Equity","28,911,883.49","0.08","28,911,883.49","536,495.00","53.89","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"NTR","NUTRIEN LTD","Materials","Equity","28,901,333.15","0.08","28,901,333.15","604,501.00","47.81","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"KOTAKBANK","KOTAK MAHINDRA BANK LTD","Financials","Equity","28,876,815.25","0.08","28,876,815.25","1,377,761.00","20.96","India","National Stock Exchange Of India","USD","84.08","INR","-"
"6301","KOMATSU LTD","Industrials","Equity","28,822,371.14","0.08","28,822,371.14","1,112,400.00","25.91","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"CVE","CENOVUS ENERGY INC","Energy","Equity","28,776,910.78","0.07","28,776,910.78","1,719,970.00","16.73","Canada","Toronto Stock Exchange","USD","1.38","CAD","-"
"NSIS B","NOVOZYMES B","Materials","Equity","28,600,828.13","0.07","28,600,828.13","444,910.00","64.28","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.91","DKK","-"
"2308","DELTA ELECTRONICS INC","Information Technology","Equity","28,557,764.52","0.07","28,557,764.52","2,329,000.00","12.26","Taiwan","Taiwan Stock Exchange","USD","32.09","TWD","-"
"6762","TDK CORP","Information Technology","Equity","28,488,664.34","0.07","28,488,664.34","2,361,000.00","12.07","Japan","Tokyo Stock Exchange","USD","151.91","JPY","-"
"DSY","DASSAULT SYSTEMES","Information Technology","Equity","28,425,473.77","0.07","28,425,473.77","813,786.00","34.93","France","Nyse Euronext - Euronext Paris","USD","0.93","EUR","-"
